changedFrames,fingerprint,iterations,medianUs,mode,p95Us,pair,phase_build,phase_coverage,phase_layout,phase_paint,phase_semanticDiff,phase_semanticEncode,phase_semanticTree,phase_semantics,scenario,surface,variant
160,251641503,160,536,reverse,751,2,352,0,9,137,0,0,0,0,board-256-keyed-true,terminal,candidate
160,251641503,160,2597,replace-subtree,3485,2,2370,0,26,152,0,0,0,0,board-256-keyed-true,terminal,candidate
160,1359462507,160,120,one-label,182,0,5,12,0,6,4,6,58,82,board-16-keyed-false,structured,base
160,1359462507,160,322,all-labels,415,0,15,25,0,7,5,94,64,192,board-16-keyed-false,structured,base
160,1359462507,160,300,reverse,377,0,14,23,1,7,5,87,60,177,board-16-keyed-false,structured,base
160,1359462507,160,398,replace-subtree,510,0,60,23,2,8,5,126,62,218,board-16-keyed-false,structured,base
160,1359462507,160,114,one-label,133,0,20,13,0,7,4,6,32,58,board-16-keyed-true,structured,base
160,1359462507,160,274,all-labels,341,0,27,24,0,7,4,78,31,139,board-16-keyed-true,structured,base
160,1359462507,160,294,reverse,363,0,22,24,0,7,5,100,31,163,board-16-keyed-true,structured,base
160,1359462507,160,386,replace-subtree,508,0,81,25,2,8,5,112,35,180,board-16-keyed-true,structured,base
160,251641503,160,357,one-label,450,0,18,15,0,36,17,6,232,272,board-64-keyed-false,structured,base
160,251641503,160,1001,all-labels,1192,0,58,47,0,40,23,341,250,670,board-64-keyed-false,structured,base
160,251641503,160,1044,reverse,1221,0,61,49,4,41,23,348,258,697,board-64-keyed-false,structured,base
160,251641503,160,1708,replace-subtree,1938,0,544,48,7,45,24,511,256,863,board-64-keyed-false,structured,base
160,251641503,160,301,one-label,406,0,76,16,0,36,16,6,118,159,board-64-keyed-true,structured,base
160,251641503,160,887,all-labels,1052,0,117,48,0,39,20,298,127,498,board-64-keyed-true,structured,base
160,251641503,160,963,reverse,1131,0,92,48,2,42,23,365,133,578,board-64-keyed-true,structured,base
160,251641503,160,1518,replace-subtree,1807,0,598,47,7,44,22,394,134,604,board-64-keyed-true,structured,base
160,251641503,160,1312,one-label,1537,0,75,25,0,132,69,9,947,1056,board-256-keyed-false,structured,base
160,251641503,160,3181,all-labels,3635,0,248,60,0,145,101,1308,1046,2551,board-256-keyed-false,structured,base
160,251641503,160,3220,reverse,3654,0,258,60,25,148,104,1341,1037,2550,board-256-keyed-false,structured,base
160,251641503,160,10824,replace-subtree,12042,0,6961,60,42,163,102,2095,1061,3336,board-256-keyed-false,structured,base
160,251641503,160,1073,one-label,1350,0,310,27,0,130,70,8,483,591,board-256-keyed-true,structured,base
160,251641503,160,2659,all-labels,3217,0,482,58,0,138,94,1072,521,1798,board-256-keyed-true,structured,base
160,251641503,160,1993,reverse,2406,0,362,58,10,139,82,566,504,1232,board-256-keyed-true,structured,base
